"16.12.2014","1.350,00","1.350,00","1.350,00","1.350,00","0,00","40","54.000","54.000"
"25.11.2014","1.350,00","1.350,00","1.350,00","1.350,00","0,00","30","40.500","40.500"
"04.11.2014","1.350,00","1.350,00","1.350,00","1.350,00","0,00","90","121.500","121.500"
"16.10.2014","1.350,00","1.350,00","1.350,00","1.350,00","-0,07","10","13.500","13.500"
"26.9.2014","1.351,00","1.351,00","1.351,00","1.351,00","0,07","16","21.616","21.616"
"24.9.2014","1.350,00","1.350,00","1.350,00","1.350,00","0,00","19","25.650","25.650"
"23.9.2014","1.350,00","1.350,00","1.350,00","1.350,00","0,00","30","40.500","40.500"
"17.9.2014","1.350,00","1.350,00","1.350,00","1.350,00","0,00","51","68.850","68.850"
"08.7.2014","1.350,00","1.350,00","1.350,00","1.350,00","0,00","124","167.400","167.400"
"02.7.2014","1.350,00","1.350,00","1.350,00","1.350,00","1,50","117","157.950","157.950"
"23.6.2014","1.330,00","1.330,00","1.330,00","1.330,00","2,94","554","736.820","736.820"
"30.5.2014","1.292,00","1.292,00","1.292,00","1.292,00","0,16","10","12.920","12.920"
"30.4.2014","1.290,00","1.290,00","1.290,00","1.290,00","-10,54","10","12.900","12.900"
"14.3.2014","1.442,00","1.442,00","1.442,00","1.442,00","3,00","20","28.840","28.840"
"12.3.2014","1.400,00","1.400,00","1.400,00","1.400,00","0,00","10","14.000","14.000"
"27.2.2014","1.400,00","1.400,00","1.400,00","1.400,00","0,00","260","364.000","364.000"
"24.2.2014","1.400,00","1.400,00","1.400,00","1.400,00","-25,13","370","518.000","518.000"
"25.12.2015","1.350,00","1.350,00","1.350,00","1.350,00","-0,74","46","62.100","62.100"
"26.10.2015","1.360,00","1.360,00","1.360,00","1.360,00","0,74","50","68.000","68.000"
"06.10.2015","1.350,00","1.350,00","1.350,00","1.350,00","0,00","82","110.700","110.700"
"25.8.2015","1.350,00","1.350,00","1.350,00","1.350,00","-0,74","50","67.500","67.500"
"04.8.2015","1.360,00","1.360,00","1.360,00","1.360,00","0,74","50","68.000","68.000"
"09.7.2015","1.350,00","1.350,00","1.350,00","1.350,00","0,00","41","55.350","55.350"
"03.6.2015","1.350,00","1.350,00","1.350,00","1.350,00","0,07","600","810.000","810.000"
"01.6.2015","1.349,00","1.349,00","1.349,00","1.349,00","2,98","200","269.800","269.800"
"15.5.2015","1.310,00","1.310,00","1.310,00","1.310,00","-2,96","188","246.280","246.280"
"02.4.2015","1.350,00","1.350,00","1.350,00","1.350,00","3,85","70","94.500","94.500"
"10.3.2015","1.300,00","1.300,00","1.300,00","1.300,00","0,00","10","13.000","13.000"
"02.3.2015","1.300,00","1.300,00","1.300,00","1.300,00","-3,70","41","53.300","53.300"
"13.2.2015","1.350,00","1.350,00","1.350,00","1.350,00","0,00","30","40.500","40.500"
"28.10.2016","1.400,00","1.400,00","1.400,00","1.400,00","3,70","50","70.000","70.000"
"12.9.2016","1.350,00","1.350,00","1.350,00","1.350,00","-0,59","66","89.100","89.100"
"09.8.2016","1.358,00","1.358,00","1.358,00","1.358,00","-3,00","40","54.320","54.320"
"16.6.2016","1.400,00","1.400,00","1.400,00","1.400,00","-6,60","45","63.000","63.000"
"10.6.2016","1.499,00","1.499,00","1.499,00","1.499,00","10,95","3","4.497","4.497"
"13.5.2016","1.351,00","1.351,00","1.351,00","1.351,00","0,07","129","174.279","174.279"
"05.5.2016","1.350,00","1.350,00","1.350,00","1.350,00","-0,74","31","41.850","41.850"
"25.4.2016","1.360,00","1.360,00","1.360,00","1.360,00","0,74","20","27.200","27.200"
"18.4.2016","1.350,00","1.350,00","1.350,00","1.350,00","-0,74","24","32.400","32.400"
"13.4.2016","1.360,00","1.360,00","1.360,00","1.360,00","0,00","142","193.120","193.120"
"29.3.2016","1.360,00","1.360,00","1.360,00","1.360,00","0,74","110","149.600","149.600"
"04.3.2016","1.350,00","1.350,00","1.350,00","1.350,00","0,00","110","148.500","148.500"
"12.2.2016","1.350,00","1.350,00","1.350,00","1.350,00","0,00","40","54.000","54.000"
"26.10.2017","1.470,00","1.470,00","1.470,00","1.470,00","0,00","222","326.340","326.340"
"10.10.2017","1.470,00","1.470,00","1.470,00","1.470,00","0,00","40","58.800","58.800"
"06.10.2017","1.470,00","1.470,00","1.470,00","1.470,00","0,00","112","164.640","164.640"
"03.10.2017","1.470,00","1.470,00","1.470,00","1.470,00","-2,97","61","89.670","89.670"
"10.8.2017","1.515,00","1.515,00","1.515,00","1.515,00","0,00","10","15.150","15.150"
"11.7.2017","1.515,00","1.515,00","1.515,00","1.515,00","0,00","40","60.600","60.600"
"28.6.2017","1.515,00","1.515,00","1.515,00","1.515,00","0,00","120","181.800","181.800"
"19.6.2017","1.515,00","1.515,00","1.515,00","1.515,00","0,00","10","15.150","15.150"
"18.5.2017","1.515,00","1.515,00","1.515,00","1.515,00","-0,79","230","348.450","348.450"
"09.5.2017","1.527,00","1.527,00","1.527,00","1.527,00","0,00","13","19.851","19.851"
